pdb_id	Hchain	Lchain	antigen_chain
6lgw	C	D	F
4zso	D	C	F
3jbd	7		3
5x2o	H	L	A
7kej	I	L	C
7a3p	I	M	B
3jab	H	L	C
4y5v	A	B	C
7ly2	H	L	A
7kf9	I	L	C
6osy	F	E	B
5w08	O	P	E
7eam	H	L	A
5e5m	F		E
5utz	F	G	E
7ej5	H	L	A
7oan	H		C
7faf	H	L	C
6wik	D	C	A
3pjs	D	C	K | L
5uhy	H	G	A
5vn8	F	J	D
7w9f	A	B	E
6ewb	J	K	D
6p91	H	L	a | A
6cue	7	8	2
6db9	H	L	R
7bxa	H	L	P
1frg	H	L	P
3lrs	C	D	D
6lhq	H	L	A | C | B
4dke	I	M	B
4ybl	B	C	A
6h3u	I	M	A
6yax	I	M	B
3ld8	C	B	A
7tht	H	L	C
4xh2	G	I	g
4q5z	Q	R	E
7a0w	C	D	A
7p00	H	h	A | B | G
7ls9	E	G	C
6kz0	K	L	J
6dc5	E	F	D
6wtu	H	I	G
7ws0	I	H	C
5bop	A		B
7lf1	F	H	C
6pds	H	L	G
3mxw	H	L	A
7ept	N		A | B
2ck0	H	L	P
5w6d	D	E	B
7tcc	F	G	B
1zvy	A		B
1kxq	F		C
1p4b	H	L	P
4m48	H	L	A
6ssi	I		D
7oao	F		E
5ea0	H	L	P
2xv6	D		C
4f15	E	F	D
5ywo	N	M	C
5bk2	C	D	B
4qww	F	E	A
2itc	A	B	C
6x87	M	N	X
7tpr	F		A
7f4f	S	s	A | B
3j8v	I	M	B | A
6jfi	K	I	A
7bw0	N		A | B | G
6fy1	Y	Z	X
7e9b	H	L	C
7lbf	F	E	A
7czy	J	N	C
1ibg	H	L	H
4grw	E		D
7rly	C	D	P
3t77	B	A	B
7tb8	F	G	B
4ht1	H	L	T
5czx	C	D	B
6rag	C		B
7x7d	B		A
7f55	N		A | B
7f23	E		A | B
2oqj	K	J	L
6ban	B	A	M
6zdh	G	I	C
7sp8	B		A
7mtb	H	L	G
6ch8	D	E	B
5t5n	O	N	D
6pze	H	L	A
2fee	J	O	A
2g2r	H	L	L
2h9g	H	L	S
4xcn	H	L	H
6ubi	D	E	F
3cxd	H	L	P
5a7x	D	C	A
5anm	D	C	E
7lxz	M	L	K
1u93	B	A	C
6vo3	G	J	C
1v7n	I	M	X
6vmk	E	D	F
7s2s	A		D
7mmo	D	E	F
7lja	E	D	A
7nvm	n		e
5k9o	A	B	F
7rai	I	M	C
3zkn	H	L	A
7cyh	E	D	A
4hg4	N	O	C
6nf2	S	T	Q
3mug	F	E	C
6fy0	I	M	A
6mi2	D	E	F
6vx4	H	K	F | G
6opp	G	I	D
2fjg	H	L	W
7tyf	N		A | B | G
7wu2	N		A | B
1kxv	C		A
6c9u	H	L	A
2v17	H	L	A
6s8j	Y	U	E
7jhh	H	L	A
6d0u	C	D	B
7cx2	N		A | B
4qhu	H	L	C
7rlv	C	D	R
7msq	D	E	B
3bgf	H	L	S
3ifl	H	L	P
6x58	C	D	F
6nfn	D	C	C
3d9a	H	L	C
7d8b	B		A
7k9z	H	L	E
7k63	N	n	G | F | H
5o0w	G		C
7e3l	F	G	B
1i9j	H	L	H
7p77	D		C
5vig	H	L	Z
6sne	B	A	O
4ckd	J	N	A
7kxj	H	L	A
2zpk	H	L	P
5y9f	Z	Y	H
7chc	H	L	R
7e7x	H	L	A
3ulv	H	L	A
6chb	I	L	F
3fo1	H	L	H
7k90	H	L	B
4nco	H	G	E
5vn3	M	O	J
6sge	B		C
4d3c	H	L	A
7bu7	B		A
4rau	H	G	I
6vmk	Z	Y	a
7a4d	C		E
5uk4	q		Q
6n4r	J	I	A | B | F
6x19	N		A | B
4py8	I	J	B | A
6weq	G	H	B
4rzc	H	L	H
6ey0	E		A
6mek	B	D	A
7wvm	A	B	E
6krz	H	I	C
7f4i	N		A | B
1fl6	H	L	H
7kqb	K	J	C
4xcy	E	F	A
5aco	H	L	A
7ny5	I	H	G
1hez	B	A	E
6zer	H	L	E
7bub	G	I	B
5x8m	B	C	A
7rw2	I	K	C
7s4g	C	D	G
3nif	E	F	C
5xxy	H	L	A
7l06	G	E	B
4xx1	M	O	J
6war	H		G
3d0l	B	A	C
6jfh	M	N	C
3p0g	B		A
5mu2	I	J	T
2otu	B	A	P
7ebz	E	F	B | A | C
7fcp	H	L	A
4j4p	H	L	A
6y6c	D	d	A
5wdu	T	S	Q
7rdw	G	I	N
4w2o	E		F
7p5w	K		E
1r0a	H	L	B
7vyr	H	L	R
6df2	H	L	D
5a2l	H	h	P
7kzx	D	C	B
5vkd	H	L	A
7l3n	D	E	B | C
3eyf	B	A	E
7bbj	M	N	B
7evw	N		A | C | B
6vn0	G	J	E | C
7q9k	H	L	C
7e5s	I	K	B
1hh9	B	A	C
6ot1	S	T	P
7vab	N		A | B
5t1d	H	L	B
5nbm	F		D | A
7my2	D		C
3fo9	B	A	B
6waq	A		B
1xiw	D	C	A | F
6eqi	B		C | A
5j56	B		A
4nc2	B		A
7wdf	F	G	B
6wzt	G	F	C
6k5i	C	D	A
5njg	C	D	B
6nf2	O	P	I
7whz	B	D	A
6iw0	H	L	A
7wi0	B	D	A
6s8j	H	L	A
5y0a	F	G	B
6wmw	H	L	B
7lkg	A	B	C
2kh2	B	b	A
6b7z	C	D	A
6mdt	H	L	G
7cqc	H	L	A
7vv5	S	s	A | B
2fbj	H	L	H
7jw0	G	F	E
2vdl	H	L	A
7jwp	O	P	X
6nfc	K	N	B | F
6pe9	K	M	J
6cue	h	l	d
6ccb	D	E	C
6x7w	H	L	G
6b0n	D	E	G
6wzk	C	D	F
6wtu	K	L	J
5aaw	H	h	I
4r4n	W	X	V | i
6c5h	H	L	H
5any	I	M	B | A
7z1b	F		A
7ny5	C	D	E
5vl2	H		H
2p46	B		A
7ki6	H	L	A
4ubd	G	H	F | A
6vbo	H	L	C
2ltq	C	B	A
6ad8	C	D	A
7wd9	E	F	B
3dsf	H	L	P
5usi	H	L	X
7zf9	H	L	E
6dzl	H	K	E | B | F
6wix	D	E	B
7x9e	A	B	E
7a69	C	B	A
7vv3	S	s	A | B
7lf2	K	L	J
5ig7	A	B	C
2ltq	C	B	A
5wi9	F	E	B
7pg8	N	M	Q
5f7y	D		B
7ps7	A	B	E
3a6c	H	L	Y
1fl6	B	A	B
7mzj	C	D	B
5v8l	I	M	D
6vi1	J	I	Q
5xf1	C	D	A
6w16	H	L	F
7ly2	G	I	B
7mfr	B	A	P
7nx8	A	B	E
1ine	H	L	H
6h5n	C	B	A
6gwn	B		A
7v5n	B	A	D
6nc3	H	L	B | A
1mvf	B		D
2yss	B	A	C
7s0c	H	L	A
7coe	H	L	A
6pci	O	R	B | E
6wzl	C	D	F
5uea	H	L	D
1kxt	F		E
1otu	E	F	B
6xmi	E	D	F
7rso	G	J	C
7e7y	C	D	E
1r3k	B	A	C
2ez0	C	D	A
6u0l	I	J	B
3q3g	D	C	G
4jzj	A	B	D
7l0n	C	D	S
5w4l	B	C	A
7r4q	D		A
6vja	H	L	C
7kfv	H	L	A
6wg1	H	L	C
6ii9	M	N	C
1wc7	B	A	A
6o2a	A	B	F
6zwk	C		I
1lo3	H	L	H
7wr8	A	B	R
2dqu	H	L	H
1z3g	I	M	B
3j70	R	S	U
6xq4	E	F	D
5kvf	H	L	E
7qn8	L		C
7jv4	H	L	A
4kfz	D		B
6mph	H	L	D
6o3g	E	F	G
7qu2	A	B	C
5ktz	7		3
6fxn	H	I	C
5w9o	H	I	G
4wff	E	D	A
7kxj	J	N	C
4hii	D	C	C
6z7w	H	G	O | P
6vyv	K	O	E
4tnv	G	K	C
7kgk	B		A
7lfa	H	L	C
7ps5	H	L	E
3wlw	C	D	A
6orp	J	K	I
3whe	5	6	J
5mub	L	M	N
5e8d	H	L	A
5i8h	I	J	A
6sni	H	L	X
3fo2	B	A	A
7lex	K	L	M
5ush	H	L	X
6ubi	A	B	C
7sp6	C		A
1a6w	H	L	H
6whk	C	B	A
6cnj	G	F	C
1mex	H	L	H
5esv	C	D	F
5tlk	F	E	Y
7dst	E		C
7sq1	A	I	G
7t0r	H	L	A
7wuj	S	s	A | B
4fqy	H	L	B | A
7r8a	C	D	B | A
3fb5	A	B	C
6o3j	H	L	G
5h32	I	M	C
7tm0	G	F	B
1jnh	H	G	H
6oyh	E		A
5j3d	H	L	K | J
1mel	B		M
7k76	H	L	P
6pzf	F	E	B
7mub	A	B	C
5mo9	H	L	X
2ltq	C	B	A
7lcn	H	L	C
6oan	B	b	A
6qup	B		A
7v2a	E	D	A
5f3h	G	H	K
7jv4	D	E	B
5yd3	G	g	H
3kj4	H	L	A
5hvh	B		A
7tee	H	L	D
3fku	X	x	F | E
1tzg	I	M	Q
5f7k	D		B
6y1m	H	L	L
7kqb	H	L	A
7xod	R		B
6vmk	i	h	j
7tzg	A	a	D
6nqd	C	D	B | A
7or9	H	L	E
5ado	H	L	L
5t3z	D	E	G
7pgb	f	g	e
5w9p	F	G	J
7kfy	H	L	A
7bnv	H	L	A
1xgq	B	A	C
1qle	H	L	B
5cjs	F	E	K | J
6ws6	A	B	A
5i5k	H	L	B
4c58	B		A
1kb5	H	L	A | B
6osy	R	S	Q
7rku	J	K	B | C
6x04	H		G
5o04	C		A
6gjq	F		E
5w1k	I	H	J
7ki0	N		A | B | G
1lo0	Y	X	Y
1nc2	B	A	B
7luc	L	M	B
4ksd	B		A
6cxc	X	Y	D | C
4qkx	B		A
7kfb	I	L	C
5xhv	H	L	E
5v7j	D	E	B
7k7r	E	D	F
2kh2	B	b	A
7rxj	A	B	G
4i0c	C		B
4dk6	B		C
7raq	H	L	P
6oc3	C	D	E
7r6w	A	B	R
7z1a	D		C
6x3v	K	L	D
5nph	H	L	A
7ly2	E	D	A
7xic	K	L	B
7ckx	N		A | B | G
4mhj	W	V	S
2kh2	B	b	A
7qny	H	L	E
4fqv	H	L	B | A
3ixt	H	L	P
6ss6	H	L	A
7zfb	C	D	F
2osl	H	L	P
3wlw	H	L	B
7t6b	E	e	A | C
6okp	K	L	E
5jxe	G	F	A
3eo1	B	A	C
6dw2	B	A	B
6xbl	S	s	A | B
7rk2	D	d	A
7e88	D	E	F
7p78	B		A
6cdi	H	L	D
6weq	K	L	D
1u8o	B	A	C
7d3k	H	L	2
7kde	M	N	E
5iml	B		A
6bb4	H	L	P
7jvc	F	G	E
2fjh	H	L	V
6woq	C	D	F
6umg	H	L	C | R
6s3t	D	C	S
6vmj	M	L	W
7dnk	H	L	D | A | C | E
4nhh	M	K	B
7pgb	i	k	h
2w9e	H	L	A
7kr5	H	L	B | A
1zmy	A		L
5tsj	1		J | H
1zlu	M	K	M
7rm0	E	F	R
2fr4	H	L	N
7cvy	D	E	B
4y5x	A	B	C
7zmv	E		D
3lrs	E	F	F
6uye	H	K	B
4ttd	H	L	A
7mmn	M	G	K
6z06	H	L	A
3pnw	N	M	O
6vbg	C		A
7lu9	m	n	I
7s13	I	M	C
6bzw	A	B	J
7lrt	F	G	B
3oko	B	A	B
6eyo	H	L	A
7sg5	H	L	A
5mv4	L	M	N
7o30	B	A	Q
1rjc	A		B
3ifp	H	L	P
6w4m	H	L	G | N
2f5b	H	L	P
7mlv	F		D
2hfg	H	L	R
5u3o	H	L	A
7swd	H	h	D | E
4x7e	C		A
7zmp	C		A
6q0i	H	L	A
3qa3	D	C	G
5n0a	I	M	B
6tnp	B	A	H
3k1k	D		B
1i7z	B	A	A
7zf9	A	B	C
5veb	H	L	Y
7p60	H		D
7e3k	F	G	B
5f93	D		B
6cse	A	B	C
6sc7	B		A
3idy	B	C	A
6iw2	N	O	M
6bzv	C	D	J
6bpe	H	I	G
7f7e	C	L	E
5dtf	A	B	B
6feq	F	E	A
3mod	H	L	P
3thm	H	L	F
7llk	G	H	E
1xfp	A		L
6u02	D	C	B
5a3i	G	H	E
4yfl	H	L	G
5d1z	D	C	I
7tb8	H	L	A
7mdw	A		R
4nbz	D		C
2ajv	H	L	L
4fqr	e	f	E
1nmc	H	L	N
5cus	I	M	B
7sp7	B		A
6w1c	L	P	H
7dk6	a	b	A
5mub	F	G	H
1u8m	B	A	C
4tuk	H	L	I
2vxs	H	L	B
2itd	A	B	C
7p5w	J		D
4g7v	H	L	S
6qfa	L		C
6u54	A		B
5occ	H	L	A
7l1u	H	h	A | B
5fcu	H	L	G
7x7d	C		D
6cez	H	L	P
6erx	H	I	C
7cwn	E	D	B
6gkd	H		F
6z10	B		A
7kdm	F		E | D
7mw5	H	L	C
6w4s	H	L	F
5k9q	G	I	D | C | E
7e9h	D	d	A | B
7pi3	B	C	A
1op5	M	K	M
2kh2	B	b	A
7np1	I	M	B
5f9a	C		A
7prz	H	L	E
6xey	J	K	C
6rqm	B		A
7te8	C		C
6k68	F	G	I
2b2x	H	L	A
7shz	E	F	B
6rty	B		A
3ze2	E	F	A
6uul	A	B	E
7zf5	B	C	A
5kel	C	D	A
3ze0	H	L	A | D
6ot1	Q	R	P
6oan	D	d	C
4u1g	E	F	D
5y9f	N	M	B
5o0w	F		B
7a25	D		A
6ldv	H	L	P
6zxn	D		A
4wht	G	H	g
7qnw	H	L	E
2uud	J	K	T
6udk	H	L	K
5t3x	H	L	G
5uk4	s		S
4jqi	H	L	A | V
4hjj	H		A
6pzz	I	G	C
3etb	G	g	K
3i02	B	A	A
5mv3	O	P	Q
7qnd	M		D
7mno	K	M	B
7l56	F	G	C
5wux	A	B	F
7jtf	A	B	E
7uar	D	E	A
5hdb	E	F	C
2j6e	I	M	B
1k4c	A	B	C
6y9a	H	L	A | B
5w9j	E	F	D
6mb3	B	M	E
7q9j	H	L	A
6ey0	H		D
7dha	C	B	A
4hlz	I	J	D | C
7lez	Q	O	M | J
7ctu	D	E	F
7we7	K	N	G
7c2s	G	H	B
5m15	C		A
6a67	C	D	B
7e5r	M	U	A
6obg	C		A
7czw	H	L	A
6fy2	X	Y	Z
7rgp	N		A | B
2mpa	H	L	P
6zfo	B	C	A
7e5s	R	O	A
5ihl	G		F
7klg	I	M	B
4wfe	E	D	A
4uuj	A	B	C
5ec1	A	B	C
6ieb	H	L	A
7rah	D	C	E
7m3i	H	L	R
7wka	c	d	C
6gkd	B		A
6nfn	R	Q	Q
4hcr	M	N	B
7kbk	C		A | B
6adb	C	D	A
6iw2	E	F	D
1m7d	B	A	A
4ios	E		A
3l5x	H	L	A
7akj	H	L	A
7rby	B		A
1zls	H	L	H
5n09	H	L	A
2r1y	B	A	B
7kf1	G	I	J
4fqr	s	t	S
6uyn	H	L	B | A
2kh2	B	b	A
7pgb	p	q	o
6ch8	Q	R	G
6x3s	K	L	D
5u3d	B	A	E
6nf2	E	F	G
6lxj	H	L	A
1y0l	H	L	H
3jau	H	L	A
5wdu	C	B	G
6jod	H	L	A | C
6cxc	I	K	F | E
6mb3	C	N	E
4yc2	H	L	G
7vug	S	s	A | C | B
6yxf	H	h	A
7u2e	H	L	A
3fn0	H	L	P
7ll2	I	J	C
6rcv	H	G	F
7tow	H	L	E
4pp1	D	C	B
3k7u	A		C
6gs7	H		A
6mqe	A	B	D
2vxq	H	L	A
4j8r	D	C	J
4o5i	U	V	I
6ocd	B		A
4jo3	I	M	Q
6ozc	J	M	E
3vi4	H	L	D
5ywo	R	Q	A
1xcq	D	C	Q | M
6um5	G	H	E
7wwm	H	L	A
6t9d	A	B	D
7m8l	I	L	C
3whe	U	V	E
4nzt	H	L	M
1jrh	H	L	I
4nc1	C		A
4xvj	H	L	A
6nha	H	L	A | B
7u2d	H	L	A
6pi7	F	E	D
4ios	F		C
7mkm	H	L	A
6b3k	H	L	R
3w14	C	D	E
5aum	H	L	C
7tpg	H	L	B
5xs7	H	L	A
6xzf	B		A
7r4r	D		C
5omn	C		B
5wtt	A	B	C
5tud	C	B	A
7dk4	e	f	C
6idk	I	J	E
5w9k	B	C	A
4rgn	D	E	A
5xcv	A	B	C
7kgv	C	E	B
5kem	I	J	F
6lz2	D		C
4q5z	I	J	A
4rav	A	B	E
4xvu	I	J	H
3gi8	H	L	C
6uyd	H	L	E
5lhr	B		A
5bk2	H	L	A
6bzu	A	B	J
7klg	H	L	A
7zmn	K		B
6xw7	C		A
7ndc	F	G	A
7p7a	D		E
7qia	B		A
7e88	A	B	C
7so5	H	L	A
6ot1	H	L	B
4h0h	B	b	D
7qbe	E		A
7d8b	D		C
7s8h	H	L	a
5tzu	H	L	C
5w9i	C	D	A
6kn9	F	f	C
4zff	A	B	C
6gff	N	M	J | G | H
7cjf	A	B	C
7m8l	M	P	D
5jw4	W	X	L | K
4z7q	H	L	A | D
6wzt	E	D	B
5m94	D		C
6orq	H	L	G
6p3s	V	W	X
5kzp	G	K	D
6ul6	B		A
7tbf	H	L	A
5wdf	H	L	P
7p40	C	D	E
4k8r	D	C	B
2j5l	C	B	A
7p77	A		B
6hhd	B		A
7ktx	I	J	A
7v26	e	f	E
3lhp	I	M	T
7lx5	C		B
5w9m	H	I	G
5i8c	A	B	C
4lcu	A	B	C
5aaw	B	b	J
6n2x	M	K	M
2vxs	I	M	A
7rdw	H	L	M
6nfc	J	M	G
7mly	F	K	D | E
6csy	N		A
7lg6	H	L	A
3hi6	X	Y	B
1mjj	H	L	H
3j8w	H	L	E
7d5p	C		A
6dca	I	M	Q
7myz	I	M	D
5hi5	H	L	B
5mv3	A	B	X
6pef	A	B	C
6ww5	E	F	A
5w1m	D	C	T
7tet	M	N	D | C
6nf5	Q	R	M
7cu5	A	a	Q
4r2g	N	M	A
6tys	C	D	B
6nf2	N	M	A
7ki4	H	L	A
7lwd	H	L	A
6cm3	K	J	D
7kn7	H	L	A
7lf2	D	E	A
6b0g	D	C	E
5lwy	H	L	A
7t4q	F	G	C | E
5v8l	G	K	C
6plh	B	A	C
6udk	F	I	K
5wko	A	B	Q | N
4lvh	E	F	D
6bpc	E	F	D
6fy2	H	L	P
6by2	A	B	C
3eyf	D	C	F
6fgb	H	L	A | B
6n35	M	K	M
7x8s	N		A | B
7vyt	B	C	A
7rm1	C	D	P
3ghe	H	L	P
7d3r	H	L	1 | 3
5czv	H	L	A
4kk6	C	D	A
2vyr	H		D
6ye3	A	B	C
4jfz	H	L	P
2qr0	T	S	U
6cde	Q	R	C
7cwn	G	F	A
6zwk	E		K
7mxl	H	L	C
5lsp	S	T	P
7vyr	A	B	C
4ydi	H	L	G
5j74	B	b	b
5utf	D	E	B
3w11	C	D	E
6do1	C		A
7ki6	D	C	B
6cnk	K	J	E | D
5mub	O	P	Q
5vnw	C		B
4gxu	Q	R	E
5mub	U	V	W
7l5j	W	L	B
3h3p	H	L	S
7f0t	E		A | B | D
4nm8	J	N	F | E
1z3g	H	L	A
3ghb	H	L	P
2r0w	H	L	Q
1kxv	D		B
7rks	H	L	R
3o6m	H	L	C
6b20	F		A
1dqj	B	A	C
7vuy	S	s	A | B
4gxu	O	P	C
7t6u	E	e	A | B
79	D		A
2dqt	H	L	H
7lfb	H	L	X
4g6f	B	D	F
4ut6	H	L	A
4fqr	q	r	Q
6o3l	H	L	D
5yd5	A	a	B
1yee	H	L	H
6b14	H	L	R
2vdq	H	L	A
1dbj	H	L	H
7t0r	C	B	D
6fy3	X	Y	Z
5o1r	I	M	B
4tnw	W	f	P
5te6	H	L	G
4lbe	A	B	C
5fyl	D	E	B
6itq	D		D
6m0z	H	L	A
6pv7	F	G	D | E
6ym0	H	L	E
4pp1	F	E	A
6os0	D		A
7whk	D		C
7m7w	E	F	R
6zwk	A		G
6o9h	A	B	C
7dfa	H	L	A | V
7mzf	H	L	A
6qtl	H		H
6wmw	M	N	B
7e8f	D	E	R
7whz	C	E	A
7km5	D		A
1kn2	H	L	L
5dhx	B	b	C
7e5r	W	R	B
5bjz	C	L	A
6uyg	A	B	E
2fl5	F	E	F
7neq	F	E	A
6ncp	C	D	E
4xmp	H	L	G
5mp2	D		B
6ztr	H	L	I
7u8j	H	L	B | A
6mug	H	L	G
6nb3	D	E	A
7lm8	H	L	A
6o2b	C	D	G | E | J
7z1c	E		C
2kh2	B	b	A
6nip	A	B	E
7pry	A	B	I
7n0i	K		E | F
5uk4	d		D
6n1v	3	4	F
4w2o	C		D
6e5p	O	P	C
7lxy	F	C	B
7kqk	H	L	P
6ot1	F	I	E
6jb5	A		B
6pdu	H	L	C
4tnw	Y	g	T
5a1z	G	H	A
7wef	C	L	E
4z5r	B	A	N
4olw	H	L	G
7lpn	D		C
4r4n	Q	R	P | b
6qv2	F		D
2bse	D		B
7ceb	C	D	B
5omm	C		A | B
7d0b	H	L	A
6o2b	A	B	F
6s3d	E	F	O
4jan	H	L	G
4plk	I	G	F
7pry	F	G	E
6vl8	H	L	C
6zg3	J		F | D
6xp6	J	I	D | E | F
7mem	G	J	C
7mxe	A	B	J | F
5eoq	H	L	A
6dbf	B		A
5mub	A	B	X
7zfa	Q	R	A
6dwi	J	I	J
7d5z	D	C	A
7s8l	E	e	B | C
7si0	K	L	H
4zfo	H	L	K
7o9s	H	L	A
6ui1	C		A
6utk	D	E	T
6wg2	H	L	P
7rm1	A	B	P
7nki	F		A
6j15	A	B	C
4dk3	A		C
7rxi	H	L	A
6otc	H	L	A
6z2m	F		E
7qu1	A	B	C
6ldx	H	L	B
7qji	B		A
3ab0	E	F	D
7jvc	C	D	B
5a7x	P	O	E
6zbv	B		A
6xgc	H	L	D | C
6e62	H	L	P
5wko	E	F	P | M
7f2o	S	s	A | B
7ket	A	B	C
4olz	H	L	G
7bbg	H	L	A | C
1riu	H	L	H
6o2a	H	I	K
7wph	E	D	A
5uwe	H	L	G | N
7nd8	H	L	B
7k63	M	m	C | B | D
7p60	G		B
6lxk	E	F	D
5hvg	B		A
6nnj	U	V	G
6x3s	J	I	B
1u91	B	A	C
2jel	H	L	P
4rdq	M	L	C
6mam	A	B	J | I
2qr0	B	A	D
7rxl	H	L	E
5kve	H	L	E
3det	C	D	A
3ria	I	O	D
5usl	B	C	A
7lj4	G	F	B
7c2t	K	L	B
7cmv	E	e	A | B
7fg3	D		A
1nsn	H	L	S
3tyg	H	L	A
7akj	G	F	C
7zmt	K		B
5tlk	B	A	X
3eys	H	L	Q
7lf1	P	R	J
6ldw	H	L	C
3idi	B	A	C
5mp2	C		A
7zwm	G	H	F
7p5w	H		B
2r0l	H	L	A
6iuv	C	D	B
6uuh	C	D	D
7czx	H	K	A
5x2q	H	L	A | B
4q0x	H	L	E
7pi7	E	F	D
7q9m	H	L	C
6xob	S	T	K
6vy2	I	M	C
6mam	E	F	H | G
4tsb	H	L	A
7pg8	L	J	C
2a9n	H	L	H
2qr0	F	E	C
2nxz	D	C	A
3ijy	B	A	B
7r40	E	G	C
7f9z	E	e	A
3c2a	H	L	P
6tyl	C		A
7urq	H	L	A
6d0u	E	F	A
6sc6	C		A
6cdi	q	r	d
7m7h	C	D	A
7zfc	M		E
7q9j	J	K	C
6ddr	B	A	C
5uty	D	E	B
6vmk	u	t	v
6n1w	8	7	C
3o45	A	B	C
6wg2	I	M	P
5nj3	C	D	B
6oz6	E		A
7buf	G	I	B
5o03	C		A
7sob	H	J	D
4zyp	J	L	C
4uif	I	J	E
3ixt	A	B	C
1dbk	H	L	H
5ja8	H		G
6xmi	B	A	C
4plk	J	K	E
7t3d	H	L	B
7n8i	H	L	A
7ora	D	E	C
7czt	I	M	C
6zer	F	G	D
1p2c	B	A	C
6j7w	B		D
6eti	F	E	A
7q9p	H	L	A
7k8m	A	B	E
7bz5	H	L	A
6i3z	H	L	A | B
7nk8	F		A | B
4dkf	I	M	B
6w03	D	E	B
5da0	B		A
5f7m	C		A
4zto	I	M	Q
5wdu	L	K	F
5x2m	J	K	C | D
3ghb	I	M	Q
2wzp	D		B
7k39	H	G	A | B
7aej	D		A
3k3q	A		C | B
7p78	D		C
5ob5	H	L	A
7bel	H	L	R
4z7n	H	L	A | D
5m2m	F		A
1qfu	H	L	A
6p50	H	L	C
2kh2	B	b	A
4p59	H	L	A
6war	F		E
6vi0	K	J	I
6bpa	E	F	D
6cyf	F	E	B
1t66	D	C	C
5udd	K	Q	C | B
6rcu	B	C	A
1jto	A		L
7s11	J	N	E
4tnv	I	O	D
7ew7	E	e	A | B
6ch7	D	E	B
4oqt	H	L	A
2i9l	B	A	I
6vmj	J	I	X
6ehg	C		B | A
6vy4	C	D	B
6xw5	C		A
7zr9	F	G	B
4x7e	D		B
7lm8	M	N	A
7pi7	B	C	A
5my4	B	A	C
1osp	H	L	O
7lia	B	C	A
6m87	B	A	B
2arj	H	L	Q
7r6x	H	L	R
5kw9	H	L	A
4odx	A	L	Y
3vg9	C	B	A
6fe4	H		C
5sx5	J	K	M
4nhc	H	L	P
3w12	C	D	E
7wvm	C	D	F
7kfw	F	G	E
6x96	H	L	A
6i2g	A		B
4fqr	k	l	K
6p3r	C	D	E
6vpx	P	Q	D | C | B
6vpx	M	O	J | E | F
4zs6	H	L	A
5aaw	A	a	C
1bvk	B	A	C
7l7e	I	J	K
2fec	I	L	B
6fyu	C		B | A
3ma9	H	L	A
3ezj	D		C
7dk2	G	H	I
4hlz	K	L	F | E
7zmm	E		C
6li3	N		A | B | G
7sfv	M	N	B
7czz	J	N	C
7ll1	E	F	C
6gjq	D		C
6nb7	G	I	C
5tpw	H	L	A | B
6s8i	Y	U	E
1pkq	B	A	E
3i02	D	C	D
3opz	J	N	C
7e32	E	e	A | B
6uta	H	L	E
7cak	E	D	A
6zer	B	C	A
6wit	H	L	I
6vo0	I	K	D
4nm8	I	M	D | C
6vy2	J	N	E
7v61	I	M	D
1nbz	B	A	C
6fn4	C	B	A
6d9w	H	L	A
7rw2	G	J	B
1oaz	H	L	A
7e8c	O	Q	A
7p5y	I		C
5t6l	A	B	G
1cz8	Y	X	V
6orn	F	I	K
3c6s	H	G	H
7mxd	J	K	F
7r8l	C	D	E
6bfq	E	F	J
3bt2	H	L	U
1rzj	H	L	G
2kh2	B	b	A
6a67	H	L	A
5dq9	H	L	H
7dty	N		A | B | G
6omm	E	e	A | C | B
7m7w	H	L	R
3lrs	H	L	L
6dca	H	L	P
6do1	F		B
6ozc	O	Q	E
4kuc	H	D	A
6xq0	E	F	D
6mb3	D	O	E
7tyn	N		A | B
6lfm	S	s	A | B
6i8s	H	L	D
7si2	H	L	A
7ezv	M	N	A
5e7f	C		I
5bop	C		D
6i04	C	D	B
5w9i	K	L	I
7sbf	E	e	A | B
7cwt	G	F	B
2kh2	B	b	A
7e39	C	B	A
6weq	E	F	A
7nx3	E	D	A
4ocm	F		E | D
6gk8	H	L	I
7e5r	O	E	C
6idk	M	N	F
7evy	E	e	A | B
5j1s	C		A | B
6n1v	1	2	E
7o3b	A		G
6wo5	G	I	F
5dmg	E	F	X
5td8	E		C | A
7lfa	B	D	A
7rdw	U	V	D
7rkv	G	L	C
7c2l	J	N	C
1kxq	H		A
6xm2	D	C	J
5lhn	B		A
7lzp	B		A
6app	A		B
7mw4	F	G	B
7mfu	E		D
7lop	W	V	Z
6mft	A	B	C
4olx	H	L	G
7piv	N		A | B
2ltq	F	E	D
5wnb	H	L	B
7jwp	C	D	R
1uj3	B	A	C
7lr4	A	B	C
6i8s	E	I	A
6aod	B	A	C
7m6h	D	F	B | C
5yhl	H	L	A
7chs	H	L	E
1a3l	H	L	L
5tzt	A	B	D
6cm3	R	S	A
4xak	D	E	B
3p11	H	L	A
6p3s	I	J	K
6uft	B		A
4yqx	N	O	M
6tko	H	L	B | A
6was	H	L	J
6h7n	C		A
2kh2	B	b	A
7dfc	H	L	A | V
4jn2	B	A	A
6mqm	A	B	C
7epx	I	M	B
6fla	H	L	I
3hnt	H	L	H
7crh	N		A | B
6bsp	A	B	D
7m7i	E	F	B
3ixx	I	J	E | B
6txz	H	L	A
5u3l	H	L	P
5d72	M	N	B
1za3	B	A	S
6v4o	H	L	N
2g5b	F	E	K
2kh2	B	b	A
6v8z	P	Q	M
